Document Date,Year,Document Name,Description,Document Class,Priority,Legacy / Hidden Retrieval Flags,MiEnviro Category,Program Area,Functional Area,Source Number,Source Type,Document Mgmt ID,MiEnviro Deep Link,Review / Recovery Status
2018-06-15,2018,Cadillac WWTP 2018 CSI Final Sampling Report 061518.msg,CSI sampling report,Inspection / Evaluation,High,Evaluation E-R7AN-XJE-F29,NPDES Majors and Minors Evaluation,WRD - NPDES,Evaluation,E-R7AN-XJE-F29,NPDES CSI-Conventionals Only (05/17/2018),-4108818268125140750,https://mienviro.michigan.gov/ncore/downloadpdf/-4108818268125140750,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-23,2018,EM-CCd Correspondence Biosolids Audit Letter FY18.msg,Email to DEQ Staff,Biosolids / Land Application,Medium,Evaluation E-DHWW-FYB-ZBN,NPDES Majors and Minors Evaluation,WRD - NPDES,Evaluation,E-DHWW-FYB-ZBN,Biosolids Audit (05/11/2018),2463402374930903482,https://mienviro.michigan.gov/ncore/downloadpdf/2463402374930903482,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
