Document Date,Year,Document Name,Description,Document Class,Priority,Legacy / Hidden Retrieval Flags,MiEnviro Category,Program Area,Functional Area,Source Number,Source Type,Document Mgmt ID,MiEnviro Deep Link,Review / Recovery Status
2017-10-13,2017,DMR Summary - MI0020257 _10_01_2016_to_09_30_2017_V1.docx,DMR Summary Data for period 10/01/2016 - 09/30/2017_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,6182107663604652349,https://mienviro.michigan.gov/ncore/downloadpdf/6182107663604652349,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2017-11-16,2017,DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.docx,DMR Daily Data for period 10/01/2017 - 10/31/2017_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-739207244620603055,https://mienviro.michigan.gov/ncore/downloadpdf/-739207244620603055,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2017-11-16,2017,DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V1.docx,DMR Summary Data for period 10/01/2017 - 10/31/2017_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-5037797726850269844,https://mienviro.michigan.gov/ncore/downloadpdf/-5037797726850269844,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2017-12-15,2017,DMR Daily - MI0020257 _11_01_2017_to_11_30_2017_V1.docx,DMR Daily Data for period 11/01/2017 - 11/30/2017_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,2472286616657780651,https://mienviro.michigan.gov/ncore/downloadpdf/2472286616657780651,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2017-12-15,2017,DMR Summary - MI0020257 _11_01_2017_to_11_30_2017_V1.docx,DMR Summary Data for period 11/01/2017 - 11/30/2017_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-8814440160125396713,https://mienviro.michigan.gov/ncore/downloadpdf/-8814440160125396713,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-01-18,2018,DMR Daily - MI0020257 _12_01_2017_to_12_31_2017_V1.docx,DMR Daily Data for period 12/01/2017 - 12/31/2017_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,6383006232820553511,https://mienviro.michigan.gov/ncore/downloadpdf/6383006232820553511,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-01-18,2018,DMR Summary - MI0020257 _12_01_2017_to_12_31_2017_V1.docx,DMR Summary Data for period 12/01/2017 - 12/31/2017_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,5351587946243598793,https://mienviro.michigan.gov/ncore/downloadpdf/5351587946243598793,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-02-19,2018,DMR Daily - MI0020257 _01_01_2018_to_01_31_2018_V1.docx,DMR Daily Data for period 01/01/2018 - 01/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-1122778753452821851,https://mienviro.michigan.gov/ncore/downloadpdf/-1122778753452821851,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-02-19,2018,DMR Summary - MI0020257 _01_01_2018_to_01_31_2018_V1.docx,DMR Summary Data for period 01/01/2018 - 01/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,9121072629286172709,https://mienviro.michigan.gov/ncore/downloadpdf/9121072629286172709,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-03-19,2018,DMR Daily - MI0020257 _02_01_2018_to_02_28_2018_V1.docx,DMR Daily Data for period 02/01/2018 - 02/28/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,8672164108555213315,https://mienviro.michigan.gov/ncore/downloadpdf/8672164108555213315,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-03-19,2018,DMR Summary - MI0020257 _02_01_2018_to_02_28_2018_V1.docx,DMR Summary Data for period 02/01/2018 - 02/28/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-6076810724525433677,https://mienviro.michigan.gov/ncore/downloadpdf/-6076810724525433677,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-04-13,2018,DMR Daily - MI0020257 _03_01_2018_to_03_31_2018_V1.docx,DMR Daily Data for period 03/01/2018 - 03/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-8199773167501560754,https://mienviro.michigan.gov/ncore/downloadpdf/-8199773167501560754,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-04-13,2018,DMR Summary - MI0020257 _03_01_2018_to_03_31_2018_V1.docx,DMR Summary Data for period 03/01/2018 - 03/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-6721065085631102069,https://mienviro.michigan.gov/ncore/downloadpdf/-6721065085631102069,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-05-16,2018,DMR Daily - MI0020257 _04_01_2018_to_04_30_2018_V1.docx,DMR Daily Data for period 04/01/2018 - 04/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-8678962175045195900,https://mienviro.michigan.gov/ncore/downloadpdf/-8678962175045195900,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-05-16,2018,DMR Summary - MI0020257 _04_01_2018_to_04_30_2018_V1.docx,DMR Summary Data for period 04/01/2018 - 04/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,939677057579643182,https://mienviro.michigan.gov/ncore/downloadpdf/939677057579643182,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-06-12,2018,DMR Daily - MI0020257 _05_01_2018_to_05_31_2018_V1.docx,DMR Daily Data for period 05/01/2018 - 05/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,7087999755524318816,https://mienviro.michigan.gov/ncore/downloadpdf/7087999755524318816,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-06-12,2018,DMR Summary - MI0020257 _05_01_2018_to_05_31_2018_V1.docx,DMR Summary Data for period 05/01/2018 - 05/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-7282561946599079844,https://mienviro.michigan.gov/ncore/downloadpdf/-7282561946599079844,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-07-20,2018,DMR Daily - MI0020257 _06_01_2018_to_06_30_2018_V1.docx,DMR Daily Data for period 06/01/2018 - 06/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,8924536267863581754,https://mienviro.michigan.gov/ncore/downloadpdf/8924536267863581754,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-07-20,2018,DMR Summary - MI0020257 _06_01_2018_to_06_30_2018_V1.docx,DMR Summary Data for period 06/01/2018 - 06/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,937337554834513897,https://mienviro.michigan.gov/ncore/downloadpdf/937337554834513897,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-08-14,2018,DMR Daily - MI0020257 _07_01_2018_to_07_31_2018_V1.docx,DMR Daily Data for period 07/01/2018 - 07/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-3619680789938111605,https://mienviro.michigan.gov/ncore/downloadpdf/-3619680789938111605,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-08-14,2018,DMR Summary - MI0020257 _07_01_2018_to_07_31_2018_V1.docx,DMR Summary Data for period 07/01/2018 - 07/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,3024585747262726508,https://mienviro.michigan.gov/ncore/downloadpdf/3024585747262726508,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-09-19,2018,DMR Daily - MI0020257 _08_01_2018_to_08_31_2018_V1.docx,DMR Daily Data for period 08/01/2018 - 08/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,7058332325169357574,https://mienviro.michigan.gov/ncore/downloadpdf/7058332325169357574,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-09-19,2018,DMR Summary - MI0020257 _08_01_2018_to_08_31_2018_V1.docx,DMR Summary Data for period 08/01/2018 - 08/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,3274353425299284275,https://mienviro.michigan.gov/ncore/downloadpdf/3274353425299284275,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-18,2018,DMR Daily - MI0020257 _09_01_2018_to_09_30_2018_V1.docx,DMR Daily Data for period 09/01/2018 - 09/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-5369706285084473786,https://mienviro.michigan.gov/ncore/downloadpdf/-5369706285084473786,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-18,2018,DMR Summary - MI0020257 _09_01_2018_to_09_30_2018_V1.docx,DMR Summary Data for period 09/01/2018 - 09/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-1700270472071699743,https://mienviro.michigan.gov/ncore/downloadpdf/-1700270472071699743,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,DMR Summary - MI0020257 _10_01_2017_to_09_30_2018_V1.docx,DMR Summary Data for period 10/01/2017 - 09/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,-6472403507316648453,https://mienviro.michigan.gov/ncore/downloadpdf/-6472403507316648453,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-11-13,2018,DMR Daily - MI0020257 _10_01_2018_to_10_31_2018_V1.docx,DMR Daily Data for period 10/01/2018 - 10/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,4483220564335637102,https://mienviro.michigan.gov/ncore/downloadpdf/4483220564335637102,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-11-13,2018,DMR Summary - MI0020257 _10_01_2018_to_10_31_2018_V1.docx,DMR Summary Data for period 10/01/2018 - 10/31/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,8871183022449392714,https://mienviro.michigan.gov/ncore/downloadpdf/8871183022449392714,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-12-17,2018,DMR Daily - MI0020257 _11_01_2018_to_11_30_2018_V1.docx,DMR Daily Data for period 11/01/2018 - 11/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,9001640786026547344,https://mienviro.michigan.gov/ncore/downloadpdf/9001640786026547344,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-12-17,2018,DMR Summary - MI0020257 _11_01_2018_to_11_30_2018_V1.docx,DMR Summary Data for period 11/01/2018 - 11/30/2018_V1,DMR / Monthly Monitoring,Routine,Legacy permit version MI0020257 v5.1,Schedule - DMR Documents,WRD - NPDES,Permit,MI0020257 v5.1,NPDES Individual Permit,10391921127036499,https://mienviro.michigan.gov/ncore/downloadpdf/10391921127036499,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
