Seq,SavedFile,OriginalName,DocDate,Description,Category,ProgramArea,FunctionalArea,SourceNumber,SourceType,DocMgmtId,SourceURL,Bytes,SHA256,Status,Note
0299,0299_2018-06-15_Cadillac WWTP 2018 CSI Final Sampling Report 061518.pdf,Cadillac WWTP 2018 CSI Final Sampling Report 061518.msg,2018-06-15,CSI sampling report,NPDES Majors and Minors Evaluation,WRD - NPDES,Evaluation,E-R7AN-XJE-F29,NPDES CSI-Conventionals Only (05/17/2018),-4108818268125140750,https://mienviro.michigan.gov/ncore/downloadpdf/-4108818268125140750,131736,8ccde0a7d5d7ba5f773534ebeaa7dfed890e91f1744adb61d70350dd0f821318,OK,
0345,0345_2018-10-23_EM-CCd Correspondence Biosolids Audit Letter FY18.pdf,EM-CCd Correspondence Biosolids Audit Letter FY18.msg,2018-10-23,Email to DEQ Staff,NPDES Majors and Minors Evaluation,WRD - NPDES,Evaluation,E-DHWW-FYB-ZBN,Biosolids Audit (05/11/2018),2463402374930903482,https://mienviro.michigan.gov/ncore/downloadpdf/2463402374930903482,181973,33c798118a54468a48cb6c2f6ec8e290f20b0e73211d5241e9464a845a9ca1ac,OK,
