ListPosition,DocMgmtId,URL,HTTP,Result,SavedFile,OriginalName,DocDate,Bytes,SHA256,Error
318,4128855838564109461,https://mienviro.michigan.gov/ncore/downloadpdf/4128855838564109461,200,VERIFIED_IDENTICAL,0318_2018-07-30_Spencer Plastic PFAS Survey.pdf,Spencer Plastic PFAS Survey.pdf v1,2018-07-30,24694,d658c9a8fe835a36239ce9d174748a9539d5162aa38e522b39428370ee57d972,
319,8260746469098060718,https://mienviro.michigan.gov/ncore/downloadpdf/8260746469098060718,200,VERIFIED_IDENTICAL,0319_2018-07-31_Application Incomplete Ltr-Compliance_Cadillac WWTP_Final Narrative and Flow Diagram.pdf,Application Incomplete Ltr-Compliance_Cadillac WWTP_Final Narrative and Flow Diagram.msg,2018-07-31,322291,d39c22bf47ab8eb869c1a94552143035b991e0759206c16c33233b2b9a30cf73,
320,-6957847096866406337,https://mienviro.michigan.gov/ncore/downloadpdf/-6957847096866406337,200,VERIFIED_IDENTICAL,0320_2018-08-02_Basis for Decision Memo-FINAL_Cadillac WWTP.pdf,Basis for Decision Memo-FINAL_Cadillac WWTP.docx,2018-08-02,92428,ce395833a637f5b5b89d9f16dc046283691ed653046c4734bd419df6c62c34e8,
321,-5308550134164369318,https://mienviro.michigan.gov/ncore/downloadpdf/-5308550134164369318,200,VERIFIED_IDENTICAL,0321_2018-08-02_Fact Sheet_Cadillac WWTP.pdf,Fact Sheet_Cadillac WWTP.docx,2018-08-02,940617,0b7e9c09363ef4b4e033aea714a6f28f067450885db25a15cb25fafbaaa3ac57,
322,-4635650844082025800,https://mienviro.michigan.gov/ncore/downloadpdf/-4635650844082025800,200,VERIFIED_IDENTICAL,0322_2018-08-02_Public Notice Document_Cadillac WWTP.pdf,Public Notice Document_Cadillac WWTP.docx,2018-08-02,53213,987cffc548fab237bce8fdc70ffeb501a206e9025503c6e3be05e6c599fcd007,
323,-3619680789938111605,https://mienviro.michigan.gov/ncore/downloadpdf/-3619680789938111605,200,VERIFIED_IDENTICAL,0323_2018-08-14_DMR Daily - MI0020257 _07_01_2018_to_07_31_2018_V1.pdf,DMR Daily - MI0020257 _07_01_2018_to_07_31_2018_V1.docx,2018-08-14,122935,9b8490fc70ca42c920ad279ebd725691d650033eed5f7c45a1756b1be58e418a,
324,3024585747262726508,https://mienviro.michigan.gov/ncore/downloadpdf/3024585747262726508,200,VERIFIED_IDENTICAL,0324_2018-08-14_DMR Summary - MI0020257 _07_01_2018_to_07_31_2018_V1.pdf,DMR Summary - MI0020257 _07_01_2018_to_07_31_2018_V1.docx,2018-08-14,102873,9aea7b5c5fedd297bd39e06b105fc7031a27d81cc12e7762a0a8f954b02d0f7a,
325,-295355443072597213,https://mienviro.michigan.gov/ncore/downloadpdf/-295355443072597213,200,VERIFIED_IDENTICAL,0325_2018-08-31_Cadillac WWTP DMRQA 38 083118.pdf,Cadillac WWTP DMRQA 38 083118.pdf,2018-08-31,723932,98fd1431acc18dbf9bb45bd7e7efc84f13fb4e51ef00ca3d56faee9a49154200,
326,9171882716938331285,https://mienviro.michigan.gov/ncore/downloadpdf/9171882716938331285,200,VERIFIED_IDENTICAL,0326_2018-09-12_Additional Email Correspondence_Asset Management Conversation.pdf,Additional Email Correspondence_Asset Management Conversation.msg,2018-09-12,70741,ef6102a6d438556826a312a1eb87af4c9d74f4377d8fd63a3739e0d71aeb74d4,
327,7058332325169357574,https://mienviro.michigan.gov/ncore/downloadpdf/7058332325169357574,200,VERIFIED_IDENTICAL,0327_2018-09-19_DMR Daily - MI0020257 _08_01_2018_to_08_31_2018_V1.pdf,DMR Daily - MI0020257 _08_01_2018_to_08_31_2018_V1.docx,2018-09-19,123003,43ca95b8b2d5a19ce60fdfc1b6ebbc43d49e0fee7b321025ca02068b1f050a1a,
328,3274353425299284275,https://mienviro.michigan.gov/ncore/downloadpdf/3274353425299284275,200,VERIFIED_IDENTICAL,0328_2018-09-19_DMR Summary - MI0020257 _08_01_2018_to_08_31_2018_V1.pdf,DMR Summary - MI0020257 _08_01_2018_to_08_31_2018_V1.docx,2018-09-19,103093,91739aa239087838f4c241baa3bad95d01aaf77fa65080fb68b957e014da20af,
329,-343730904032096154,https://mienviro.michigan.gov/ncore/downloadfile/-343730904032096154,200,VERIFIED_IDENTICAL,0329_2018-09-19_RE_ Cadillac WWTP - IPP PFAS Interim Report Review (1).msg,RE_ Cadillac WWTP - IPP PFAS Interim Report Review (1).msg,2018-09-19,13008384,8a3bd87430323401c83641a932f6fa570f200ca59e74bd6230effc85e58ed711,
330,6449269443969004594,https://mienviro.michigan.gov/ncore/downloadfile/6449269443969004594,200,VERIFIED_IDENTICAL,0330_2018-09-19_RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,2018-09-19,12988416,391d2cff96ef63efa02cb2ff6dff500c3fbe9a7f0a40340e4edb55e97b300ffe,
331,4781418742612633433,https://mienviro.michigan.gov/ncore/downloadpdf/4781418742612633433,200,VERIFIED_IDENTICAL,0331_2018-09-20_Additional Email Correspondence_Chlorine and UV Inquiry.pdf,Additional Email Correspondence_Chlorine and UV Inquiry.msg,2018-09-20,101035,b0440ae9e001fac873727208551d12fb6ab0c8fb4d5d8f5d44b48d3e7058e2b8,
332,4951764546287509111,https://mienviro.michigan.gov/ncore/downloadpdf/4951764546287509111,200,VERIFIED_IDENTICAL,0332_2018-09-20_RE_ Cadillac WWTP - IPP PFAS Interim Report Review.pdf,RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,2018-09-20,95451,7797237d5b67735ffd7e012ec867baa489e1e2c0fe581b03779be7cea17b9e71,
333,-4405780203920524018,https://mienviro.michigan.gov/ncore/downloadpdf/-4405780203920524018,200,VERIFIED_IDENTICAL,0333_2018-09-21_FY18 Biosolids Audit Report.pdf,FY18 Biosolids Audit Report.docx,2018-09-21,89345,b4415d494c06264e6369f86cdc6261e15f5bb7f020c3c45553c124031f082be6,
334,4078388779723838203,https://mienviro.michigan.gov/ncore/downloadpdf/4078388779723838203,200,VERIFIED_IDENTICAL,0334_2018-09-24_Cadillac WWTP Letter to DEQ - Biosolids Incorporation.pdf,Cadillac WWTP Letter to DEQ - Biosolids Incorporation.pdf,2018-09-24,163660,e781964c5fa7df4788e2f4435f6231fcd362584a95ffcd4a449fe73ea3840a8e,
335,-7264173746534175124,https://mienviro.michigan.gov/ncore/downloadpdf/-7264173746534175124,200,VERIFIED_IDENTICAL,0335_2018-09-24_EM Tr-Biosolids Incorp Letters.pdf,EM Tr-Biosolids Incorp Letters.msg,2018-09-24,110046,c25124a8fa0beccadfbe5bdb51caf1aa5b3f8dfe768ea8bcf15422cf33107c23,
336,-7043507367343532193,https://mienviro.michigan.gov/ncore/downloadpdf/-7043507367343532193,200,VERIFIED_IDENTICAL,0336_2018-09-24_EM-Biosolids Incorp Letters.pdf,EM-Biosolids Incorp Letters.msg,2018-09-24,707691,ce0611e83642661039e9f56698c25cd5807960e0f7525edc3057efd7cb648137,
337,-6232070511699409849,https://mienviro.michigan.gov/ncore/downloadpdf/-6232070511699409849,200,VERIFIED_IDENTICAL,0337_2018-09-24_MII Letter to Cadillac WWTP - Biosolids Incorporation.pdf,MII Letter to Cadillac WWTP - Biosolids Incorporation.pdf,2018-09-24,483153,05b220622b31649b19c85e2486d1ebd78e62b3d351ec43b78550181492689bce,
338,5826779191242185880,https://mienviro.michigan.gov/ncore/downloadpdf/5826779191242185880,200,VERIFIED_IDENTICAL,0338_2018-10-01_Additional Email Correspondence_Asset Management Conversation.pdf,Additional Email Correspondence_Asset Management Conversation.msg,2018-10-01,70741,afcd71d2de4c88414ea73be67f47462e02d580d4c037faebfc3c7463db761da0,
339,8887558777852619651,https://mienviro.michigan.gov/ncore/downloadpdf/8887558777852619651,200,VERIFIED_IDENTICAL,0339_2018-10-10_FY18 Biosolids Audit Transmittal.pdf,FY18 Biosolids Audit Transmittal.docx,2018-10-10,96928,18153c926f678f1e3fb3011099d4ea16e80d997dde755e4decc49678e564bf9a,
340,5868232613343772688,https://mienviro.michigan.gov/ncore/downloadpdf/5868232613343772688,200,VERIFIED_IDENTICAL,0340_2018-10-11_Cadillac Asset Mngmnt Email 101118.pdf,Cadillac Asset Mngmnt Email 101118.msg,2018-10-11,139036,6cadb6a96e6b262511e4da41d02eca4ce80680ad0cd924e7c68857a881062121,
341,1259500000165986272,https://mienviro.michigan.gov/ncore/downloadpdf/1259500000165986272,200,VERIFIED_IDENTICAL,0341_2018-10-15_Arvco email.pdf,Arvco email.pdf,2018-10-15,114035,4ba3a6860e30f0b39318fbf746a98d1dd46f43c13f7407b43e92c41e60accf55,
342,4248551297065010540,https://mienviro.michigan.gov/ncore/downloadfile/4248551297065010540,200,VERIFIED_IDENTICAL,0342_2018-10-15_RE_ Cadillac WWTP - IPP PFAS Interim Report Review1.msg,RE_ Cadillac WWTP - IPP PFAS Interim Report Review1.msg,2018-10-15,12987392,093e0c3a6ec733cfa76d58e3724a44eb3127fba949f7bd633782645c54bcc13e,
343,-5369706285084473786,https://mienviro.michigan.gov/ncore/downloadpdf/-5369706285084473786,200,VERIFIED_IDENTICAL,0343_2018-10-18_DMR Daily - MI0020257 _09_01_2018_to_09_30_2018_V1.pdf,DMR Daily - MI0020257 _09_01_2018_to_09_30_2018_V1.docx,2018-10-18,122147,1de9031268c995504f323f0465091b870bd51087ef8d1a4b72a73c580209c55a,
344,-1700270472071699743,https://mienviro.michigan.gov/ncore/downloadpdf/-1700270472071699743,200,VERIFIED_IDENTICAL,0344_2018-10-18_DMR Summary - MI0020257 _09_01_2018_to_09_30_2018_V1.pdf,DMR Summary - MI0020257 _09_01_2018_to_09_30_2018_V1.docx,2018-10-18,102864,90beef2be8655e194eae5235dc895d630d8da027544e9257ee64c1e2854d5c72,
345,2463402374930903482,https://mienviro.michigan.gov/ncore/downloadpdf/2463402374930903482,200,VERIFIED_IDENTICAL,0345_2018-10-23_EM-CCd Correspondence Biosolids Audit Letter FY18.pdf,EM-CCd Correspondence Biosolids Audit Letter FY18.msg,2018-10-23,181973,33c798118a54468a48cb6c2f6ec8e290f20b0e73211d5241e9464a845a9ca1ac,
346,7290824506602760518,https://mienviro.michigan.gov/ncore/downloadpdf/7290824506602760518,200,VERIFIED_IDENTICAL,0346_2018-10-29_Additional Email Correspondence_Storm Water Coverage.pdf,Additional Email Correspondence_Storm Water Coverage.msg,2018-10-29,50958,a28b62aee66a221712afcdc57eb1042e7b89be7f6a205b94e6882cf5bea32320,
347,-6472403507316648453,https://mienviro.michigan.gov/ncore/downloadpdf/-6472403507316648453,200,VERIFIED_IDENTICAL,0347_2018-10-29_DMR Summary - MI0020257 _10_01_2017_to_09_30_2018_V1.pdf,DMR Summary - MI0020257 _10_01_2017_to_09_30_2018_V1.docx,2018-10-29,103193,33aa7169055854696bd202b4250aac65ffd5be455759186399e03f595a70e9cf,
348,-3935179264562711398,https://mienviro.michigan.gov/ncore/downloadpdf/-3935179264562711398,200,VERIFIED_IDENTICAL,0348_2018-10-29_Dyneon discussion Cadillac.pdf,Dyneon discussion Cadillac.docx,2018-10-29,20081,adc77e29ceea4fc83e4c66e6e2f6db1eafd556032b10dd4d4e682e2d1b7bc1e6,
349,7777500079687113609,https://mienviro.michigan.gov/ncore/downloadpdf/7777500079687113609,200,VERIFIED_IDENTICAL,0349_2018-10-29_FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.pdf,FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg,2018-10-29,2696076,ca6efe433ab08346623353b57ec08024167a2d0f4b8eeb3d06818537641933d7,
350,-301703658211288257,https://mienviro.michigan.gov/ncore/downloadpdf/-301703658211288257,200,VERIFIED_IDENTICAL,0350_2018-10-29_FY18 Applier Certification-Management Practices.pdf,FY18 Applier Certification-Management Practices.pdf v1,2018-10-29,567827,d5f1f1b14e9f9c437cb3d950e5f1630338395afc1fc26124b68fae5d8984b4da,
351,-2132341974653224993,https://mienviro.michigan.gov/ncore/downloadpdf/-2132341974653224993,200,VERIFIED_IDENTICAL,0351_2018-10-29_FY18 Applier-Class B Pathogen and Site Restriction Cert-Spring 2018.pdf,FY18 Applier-Class B Pathogen and Site Restriction Cert-Spring 2018.pdf v1,2018-10-29,800083,cf5b3e4bfb8c81aced2c644bf28f081e5a9f253e31a8542314b45e120cf98de2,
352,2347978798435200639,https://mienviro.michigan.gov/ncore/downloadpdf/2347978798435200639,200,VERIFIED_IDENTICAL,0352_2018-10-29_FY18 Applier-Class B Site Restrictions Cert-Fall 2017.pdf,FY18 Applier-Class B Site Restrictions Cert-Fall 2017.doc v1,2018-10-29,58389,25f276fc9cccff5e22bd8bd758c9efb1a22b9230f672a7723b78effb6d744a9d,
353,-685056191163607732,https://mienviro.michigan.gov/ncore/downloadpdf/-685056191163607732,200,VERIFIED_IDENTICAL,0353_2018-10-29_FY18 Applier-Mgt Practices Cert-Fall 2017.pdf,FY18 Applier-Mgt Practices Cert-Fall 2017.doc v1,2018-10-29,63328,3d2fa2c3a992f0925778fc939b11fa2736d97a29f3c54818fcdcd2784b8ed6ae,
354,-9056692038543053966,https://mienviro.michigan.gov/ncore/downloadpdf/-9056692038543053966,200,VERIFIED_IDENTICAL,0354_2018-10-29_FY18 Applier-VAR Certification-Spring 2018.pdf,FY18 Applier-VAR Certification-Spring 2018.pdf v1,2018-10-29,486945,9718e75cd7cf9be6f5ee4c8f031cff878a58fb5075ad3c0604db3d22eadf487b,
355,6403317132604385721,https://mienviro.michigan.gov/ncore/downloadpdf/6403317132604385721,200,VERIFIED_IDENTICAL,0355_2018-10-29_FY18 As Applied 20N07W07-RJ02.pdf,FY18 As Applied 20N07W07-RJ02.pdf v1,2018-10-29,1037004,91525a5f551a20d945af50afa5ecb81c79200baee3e77bd74e96c3ceaa243729,
356,4146064223203263226,https://mienviro.michigan.gov/ncore/downloadpdf/4146064223203263226,200,VERIFIED_IDENTICAL,0356_2018-10-29_FY18 As Applied 21N09W19-TC01.pdf,FY18 As Applied 21N09W19-TC01.pdf v1,2018-10-29,1044356,11c02dd080de4d604cc714ccb1f8e5bb8430594364631296e0ced58ec692c4e2,
357,7576125700585566965,https://mienviro.michigan.gov/ncore/downloadpdf/7576125700585566965,200,VERIFIED_IDENTICAL,0357_2018-10-29_FY18 As Applied 21N09W20-TC01.pdf,FY18 As Applied 21N09W20-TC01.pdf v1,2018-10-29,1053152,d75e18c8d8cd981b345387f61c63d95495757d381e6426be22c8c0420db64dba,
358,-7032330395000084913,https://mienviro.michigan.gov/ncore/downloadpdf/-7032330395000084913,200,VERIFIED_IDENTICAL,0358_2018-10-29_FY18 As Applied 21N09W30-GR01.pdf,FY18 As Applied 21N09W30-GR01.pdf v1,2018-10-29,1019048,1850799eb31d4b9c6e4478febfa95a3b0494895132c1be551ad00d045d26c6c4,
359,2645334160893073868,https://mienviro.michigan.gov/ncore/downloadpdf/2645334160893073868,200,VERIFIED_IDENTICAL,0359_2018-10-29_FY18 As Applied 23N10W29-NS01.pdf,FY18 As Applied 23N10W29-NS01.xlsx v1,2018-10-29,196259,19748ebd713bfa5feee1480f64d6907fd150eb574c37d5a4f3f30b5b139bcdca,
360,-4976390370056266928,https://mienviro.michigan.gov/ncore/downloadpdf/-4976390370056266928,200,VERIFIED_IDENTICAL,0360_2018-10-29_FY18 Biosolids Metals and Nutrient Results.pdf,FY18 Biosolids Metals and Nutrient Results.pdf v1,2018-10-29,186142,7976b96f00295a900fb4304850a5d10875b2f72906bf8a2108d7d3fbf3f1ace2,
361,-276971073099901928,https://mienviro.michigan.gov/ncore/downloadpdf/-276971073099901928,200,VERIFIED_IDENTICAL,0361_2018-10-29_FY18 Biosolids Metals and Nutrient Results.pdf,FY18 Biosolids Metals and Nutrient Results.pdf v1,2018-10-29,986609,bb9d5bc3d13f0fb497e06dcb9eea1522ff918be4a955f81dd3847066e4661415,
362,-8344340778069091413,https://mienviro.michigan.gov/ncore/downloadpdf/-8344340778069091413,200,VERIFIED_IDENTICAL,0362_2018-10-29_FY18 Daily Solids Log.pdf,FY18 Daily Solids Log.pdf v1,2018-10-29,145831,3f2a6c4f849908ef7b665083a26f54a37e46105c0d8830eedeb0b00370841a7c,
363,-2551312139639093636,https://mienviro.michigan.gov/ncore/downloadpdf/-2551312139639093636,200,VERIFIED_IDENTICAL,0363_2018-10-29_FY18 Daily Total Solids log.pdf,FY18 Daily Total Solids log.pdf v1,2018-10-29,128419,e80dbf8ded15c88947a102a97348d077e4d4c27fb5b17d7485ba78e6bc31c947,
364,1281372020643953927,https://mienviro.michigan.gov/ncore/downloadpdf/1281372020643953927,200,VERIFIED_IDENTICAL,0364_2018-10-29_FY18 Fecal-Enteric-Etc Results.pdf,FY18 Fecal-Enteric-Etc Results.pdf v1,2018-10-29,417106,d25b1d7f6de8ec5dbe959c7f2049e76c5e43fb07f3ca8c0146ad74bf5978a445,
365,2125445999343170799,https://mienviro.michigan.gov/ncore/downloadpdf/2125445999343170799,200,VERIFIED_IDENTICAL,0365_2018-10-29_FY18 Fecal-Enteric-Etc Results.pdf,FY18 Fecal-Enteric-Etc Results.pdf v1,2018-10-29,414125,03507ff794218b2b50b0244c9af479f63c4fd9110ec7b3ed0eca919ee6e67237,
366,-3217469014007656711,https://mienviro.michigan.gov/ncore/downloadpdf/-3217469014007656711,200,VERIFIED_IDENTICAL,0366_2018-10-29_FY18 Generator-Pathogen Reduction Process Cert.pdf,FY18 Generator-Pathogen Reduction Process Cert.pdf v1,2018-10-29,230155,a628bbbf6689894cf59e50cc614b318323a57ad8326263a514184f9b3cc353ca,
367,1580110436075585993,https://mienviro.michigan.gov/ncore/downloadpdf/1580110436075585993,200,VERIFIED_IDENTICAL,0367_2018-10-29_FY18 LA Site Information.pdf,FY18 LA Site Information.pdf v1,2018-10-29,1280864,9f26346cce7ab915b5227867638166ba1f472f948b2a88acd6f38d5054abac63,
368,6596682446003695951,https://mienviro.michigan.gov/ncore/downloadpdf/6596682446003695951,200,VERIFIED_IDENTICAL,0368_2018-10-29_FY18 Temp Logs.pdf,FY18 Temp Logs.pdf v1,2018-10-29,986271,875feec6084782bae4c5f77f0f380fb4600143653665a8a777ec1de465c9b88a,
369,7591858704755305697,https://mienviro.michigan.gov/ncore/downloadpdf/7591858704755305697,200,VERIFIED_IDENTICAL,0369_2018-10-29_FY18 Temp Logs.pdf,FY18 Temp Logs.pdf v1,2018-10-29,988375,42d17aeb413aceb79419e3698cab0ee0e5881b3258b53d5943a0cfc1360a83d3,
370,-4484987493854053281,https://mienviro.michigan.gov/ncore/downloadpdf/-4484987493854053281,200,VERIFIED_IDENTICAL,0370_2018-10-29_HNH-M790-67ZPK V1.pdf,HNH-M790-67ZPK V1.pdf v1,2018-10-29,75733,bc95e1748847c7398136bf75612df98daefb5668dc5e0633b38abae0520deae1,
371,-5755238388065931422,https://mienviro.michigan.gov/ncore/downloadpdf/-5755238388065931422,200,VERIFIED_IDENTICAL,0371_2018-11-01_RE_ Cadillac WWTP - IPP PFAS Interim Report Review.pdf,RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,2018-11-01,111787,e56bcc9aa04c55dfb312989e3c622ecc031edd8ca8bdb2da9654e0f0d5eb7b2e,
372,-7625399138862663878,https://mienviro.michigan.gov/ncore/downloadpdf/-7625399138862663878,200,VERIFIED_IDENTICAL,0372_2018-11-01_RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.pdf,RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.msg,2018-11-01,111787,c73c0b45e14a47e6b989cce89a4f50a85fa6790addae092cd28e1cddefcd8049,
373,8236365490693403605,https://mienviro.michigan.gov/ncore/downloadpdf/8236365490693403605,200,VERIFIED_IDENTICAL,0373_2018-11-05_HNH-YJTD-MY6A8 V1.pdf,HNH-YJTD-MY6A8 V1.pdf v1,2018-11-05,60725,2c51adcacdfd4ea1ef78a5a61070583161bebe12994dec4057d263385b8e8789,
374,-1449555407544169069,https://mienviro.michigan.gov/ncore/downloadpdf/-1449555407544169069,200,VERIFIED_IDENTICAL,0374_2018-11-07_FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.pdf,FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg,2018-11-07,2696076,17dfcc25e8a000c958df286900ed43baac2eb39801eb502c8fa3d21f0fc88dfa,
375,4483220564335637102,https://mienviro.michigan.gov/ncore/downloadpdf/4483220564335637102,200,VERIFIED_IDENTICAL,0375_2018-11-13_DMR Daily - MI0020257 _10_01_2018_to_10_31_2018_V1.pdf,DMR Daily - MI0020257 _10_01_2018_to_10_31_2018_V1.docx,2018-11-13,122963,0c5a0a71c4b1dbf7a33f2e4b4b1b086b0dcc86f3aa6613150784be16a60945b5,
376,8871183022449392714,https://mienviro.michigan.gov/ncore/downloadpdf/8871183022449392714,200,VERIFIED_IDENTICAL,0376_2018-11-13_DMR Summary - MI0020257 _10_01_2018_to_10_31_2018_V1.pdf,DMR Summary - MI0020257 _10_01_2018_to_10_31_2018_V1.docx,2018-11-13,102867,603d7b287597364807b1168c9d69e179fbc08ce89eb68cb90169f57dee6205be,
377,-277633430264230949,https://mienviro.michigan.gov/ncore/downloadpdf/-277633430264230949,200,VERIFIED_IDENTICAL,0377_2018-11-15_EM-FY18 LA docs and DTs submitted for Biosolids AR - Questions.pdf,EM-FY18 LA docs and DTs submitted for Biosolids AR - Questions.msg,2018-11-15,174196,94e97de916f5f14d0a7112d8e03cef06da869badca8b97a6dc47d2d4c7165555,
378,3140966257682029726,https://mienviro.michigan.gov/ncore/downloadpdf/3140966257682029726,200,VERIFIED_IDENTICAL,0378_2018-11-15_should have picked this one.pdf,should have picked this one.jpg,2018-11-15,64444,ec29dcecf5c03f89a2f61eb3ce84ea0c8d9b2e3b477fc6c5e0e08d1975a7b085,
379,-463334436691465071,https://mienviro.michigan.gov/ncore/downloadpdf/-463334436691465071,200,VERIFIED_IDENTICAL,0379_2018-11-26_Cadillac WWTP BOD Exceed 112618.pdf,Cadillac WWTP BOD Exceed 112618.msg,2018-11-26,56072,e6d0ab9cc039e88e0772daf9914ea63377cdb9400888d5ccffacdfeabc5a11de,
380,7983495502099291771,https://mienviro.michigan.gov/ncore/downloadpdf/7983495502099291771,200,VERIFIED_IDENTICAL,0380_2018-11-28_EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.pdf,EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.msg,2018-11-28,1316743,c16cd45d65b88d29454d9de85e374a1c28a45ef1a03c405ce6086c6e4a8038f3,
381,2316673613866669392,https://mienviro.michigan.gov/ncore/downloadpdf/2316673613866669392,200,VERIFIED_IDENTICAL,0381_2018-11-28_FY18 Applier Certification - Revised.pdf,FY18 Applier Certification - Revised.pdf,2018-11-28,1166708,2459f854b82086767c0ce2dc9e75d60e7b01f5e7930edb74aa7b0fddeeb43f2d,
382,7542728895285267816,https://mienviro.michigan.gov/ncore/downloadpdf/7542728895285267816,200,VERIFIED_IDENTICAL,0382_2018-11-29_2018 IPP Screening - Monitoring Plan.Update181130.pdf,2018 IPP Screening - Monitoring Plan.Update181130.pdf v1,2018-11-29,86584,2dd8cd38dcb9b088a53fde3a81406d639341960e223ea1271fcad123ab8ce034,
383,3092683663291337793,https://mienviro.michigan.gov/ncore/downloadpdf/3092683663291337793,200,VERIFIED_IDENTICAL,0383_2018-11-29_HNJ-P0ZX-8AVDS V1.pdf,HNJ-P0ZX-8AVDS V1.pdf v1,2018-11-29,52125,7cac269c4207f212eae8b5587cda7a9c38ed8db720560a4b9c803041f383cc97,
384,792182164173532957,https://mienviro.michigan.gov/ncore/downloadpdf/792182164173532957,200,VERIFIED_IDENTICAL,0384_2018-11-29_J17646-1 UDS Level 2 Report Final Report (Leachate).pdf,J17646-1 UDS Level 2 Report Final Report (Leachate).pdf v1,2018-11-29,2220096,f14db99c8153f5bb88297170433b6195aa16344f8c44a173f687b4c76fd577e6,
385,7128560501718319606,https://mienviro.michigan.gov/ncore/downloadpdf/7128560501718319606,200,VERIFIED_IDENTICAL,0385_2018-12-05_EM-FY18 LA docs and DTs submitted for Biosolids AR-revsd cert-needs applier signature....pdf,EM-FY18 LA docs and DTs submitted for Biosolids AR-revsd cert-needs applier signature....msg,2018-12-05,153743,deb80a8738e8e4a32fef5a9496f0f89d984f194047a166e450d43d383ba897d1,
386,6582700003823858583,https://mienviro.michigan.gov/ncore/downloadpdf/6582700003823858583,200,VERIFIED_IDENTICAL,0386_2018-12-10_EM-FY18 Biosolids DT numbers - plus info.pdf,EM-FY18 Biosolids DT numbers - plus info.msg,2018-12-10,82432,117265ae523cec936cfbdefc6ee31dc3a00bea0a315f3f19caa0167296e9340e,
387,-6300108423290621305,https://mienviro.michigan.gov/ncore/downloadpdf/-6300108423290621305,200,VERIFIED_IDENTICAL,0387_2018-12-12_Cadillac_PFAS RE_ Voicemail Message.pdf,Cadillac_PFAS RE_ Voicemail Message.msg,2018-12-12,5263974,4b10f7c1edf2355b4f4d7a59e186f14f3bda33b3cd864ed5e07e2a3e4de4926c,
388,-3859762491865917202,https://mienviro.michigan.gov/ncore/downloadpdf/-3859762491865917202,200,VERIFIED_IDENTICAL,0388_2018-12-12_RE_ Voicemail Message.pdf,RE_ Voicemail Message.msg,2018-12-12,5263974,57ed2d4d18ebeaef0ee37dfc002131f82e0343b32f3a8c240b6a1642fd1ccd23,
389,-7023703655846332926,https://mienviro.michigan.gov/ncore/downloadpdf/-7023703655846332926,200,VERIFIED_IDENTICAL,0389_2018-12-14_Cadillac_PFAS RE_ Voicemail Message.pdf,Cadillac_PFAS RE_ Voicemail Message.msg,2018-12-14,5263974,27230fdfeeacb9055ee97399b5466ddf98e44a0bf01661d279ed3f1078087bac,
390,9001640786026547344,https://mienviro.michigan.gov/ncore/downloadpdf/9001640786026547344,200,VERIFIED_IDENTICAL,0390_2018-12-17_DMR Daily - MI0020257 _11_01_2018_to_11_30_2018_V1.pdf,DMR Daily - MI0020257 _11_01_2018_to_11_30_2018_V1.docx,2018-12-17,122162,ae4d266428e60573398e0852c790a0828d57cd79678a9794a6aa51ec46f14efd,
391,10391921127036499,https://mienviro.michigan.gov/ncore/downloadpdf/10391921127036499,200,VERIFIED_IDENTICAL,0391_2018-12-17_DMR Summary - MI0020257 _11_01_2018_to_11_30_2018_V1.pdf,DMR Summary - MI0020257 _11_01_2018_to_11_30_2018_V1.docx,2018-12-17,109871,ff8c8fee23bf4312c490f2f59e8de5fb50bf0cc1b72943d16b107e31dc40a924,
392,-5194609860685770564,https://mienviro.michigan.gov/ncore/downloadpdf/-5194609860685770564,200,VERIFIED_IDENTICAL,0392_2018-12-18_EM Tr-FY18 Applier Certification-revised 2-signed.pdf,EM Tr-FY18 Applier Certification-revised 2-signed.msg,2018-12-18,132250,19863d0fe10d3267d55ebf75344677838ed46b0b598124a8139300e2db8eb487,
393,-3951802162146228519,https://mienviro.michigan.gov/ncore/downloadpdf/-3951802162146228519,200,VERIFIED_IDENTICAL,0393_2018-12-18_EM-FY18 Applier Certification-revised 2-signed.pdf,EM-FY18 Applier Certification-revised 2-signed.msg,2018-12-18,1225877,a3b7ce54d4d8c85c526b421e47faa8b7d395314540dd46e87d00c686bfe221e6,
394,9075597598235972281,https://mienviro.michigan.gov/ncore/downloadpdf/9075597598235972281,200,VERIFIED_IDENTICAL,0394_2018-12-18_FY18 Applier Certification-Revised 2-signed.pdf,FY18 Applier Certification-Revised 2-signed.pdf,2018-12-18,1096813,3c745d89480dde3d15a4494b3c6e3ecc9a83092085d6131e42d81aeb28a41ab0,
