Document Date,Year,Document Name,Description,Document Class,Priority,Legacy / Hidden Retrieval Flags,MiEnviro Category,Program Area,Functional Area,Source Number,Source Type,Document Mgmt ID,MiEnviro Deep Link,Review / Recovery Status
2018-07-30,2018,Mich Rubber Response.pdf v1,Mich Rubber Response.pdf,Industrial Pretreatment / IPP,High,,Applicant Attachments,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1,-6363618274501369148,https://mienviro.michigan.gov/ncore/downloadpdf/-6363618274501369148,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-07-30,2018,Piranha PFAS Survey.pdf v1,Piranha PFAS Survey.pdf,Industrial Pretreatment / IPP,High,,Applicant Attachments,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1,-7794513103865681017,https://mienviro.michigan.gov/ncore/downloadpdf/-7794513103865681017,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-07-30,2018,Rec Boat PFAS Survey.pdf v1,Rec Boat PFAS Survey.pdf,Industrial Pretreatment / IPP,High,,Applicant Attachments,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1,3440402819179881000,https://mienviro.michigan.gov/ncore/downloadpdf/3440402819179881000,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-07-30,2018,Spencer Plastic PFAS Survey.pdf v1,Spencer Plastic PFAS Survey.pdf,Industrial Pretreatment / IPP,High,,Applicant Attachments,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1,4128855838564109461,https://mienviro.michigan.gov/ncore/downloadpdf/4128855838564109461,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Applier Certification-Management Practices.pdf v1,Land App-Management Practices.pdf; signed,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-301703658211288257,https://mienviro.michigan.gov/ncore/downloadpdf/-301703658211288257,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Applier-Class B Pathogen and Site Restriction Cert-Spring 2018.pdf v1,Class B Pathogen Reduction and Site Restriction.pdf; Certification form.,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-2132341974653224993,https://mienviro.michigan.gov/ncore/downloadpdf/-2132341974653224993,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Applier-Class B Site Restrictions Cert-Fall 2017.doc v1,Class B Site Restrictions Certification.doc;,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,2347978798435200639,https://mienviro.michigan.gov/ncore/downloadpdf/2347978798435200639,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Applier-Mgt Practices Cert-Fall 2017.doc v1,Mgt Practices Certification.doc;,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-685056191163607732,https://mienviro.michigan.gov/ncore/downloadpdf/-685056191163607732,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Applier-VAR Certification-Spring 2018.pdf v1,Land App-Vector Attraction Reduction.pdf,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-9056692038543053966,https://mienviro.michigan.gov/ncore/downloadpdf/-9056692038543053966,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 As Applied 20N07W07-RJ02.pdf v1,As Applied 20N7W7RJ02.pdf,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,6403317132604385721,https://mienviro.michigan.gov/ncore/downloadpdf/6403317132604385721,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 As Applied 21N09W19-TC01.pdf v1,As Applied 21N9W19TC01.pdf,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,4146064223203263226,https://mienviro.michigan.gov/ncore/downloadpdf/4146064223203263226,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 As Applied 21N09W20-TC01.pdf v1,As Applied 21N9W20TC01.pdf,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,7576125700585566965,https://mienviro.michigan.gov/ncore/downloadpdf/7576125700585566965,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 As Applied 21N09W30-GR01.pdf v1,As Applied 21N9W30GR01.pdf,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-7032330395000084913,https://mienviro.michigan.gov/ncore/downloadpdf/-7032330395000084913,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 As Applied 23N10W29-NS01.xlsx v1,2018 As Applied-29NS01.xlsx; Fall 2018;,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,2645334160893073868,https://mienviro.michigan.gov/ncore/downloadpdf/2645334160893073868,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Biosolids Metals and Nutrient Results.pdf v1,Kar Lab Biosolids 9-11-2017.pdf; Fall 2017 (Sept.);,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-4976390370056266928,https://mienviro.michigan.gov/ncore/downloadpdf/-4976390370056266928,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Biosolids Metals and Nutrient Results.pdf v1,Pace Biosolids 3-28-2018.pdf; Spring 2018 (March);,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-276971073099901928,https://mienviro.michigan.gov/ncore/downloadpdf/-276971073099901928,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Daily Solids Log.pdf v1,Spring 2018 Lab Daily Solids.pdf; Spring 2018 - Total and Volatile;,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-8344340778069091413,https://mienviro.michigan.gov/ncore/downloadpdf/-8344340778069091413,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Daily Total Solids log.pdf v1,Fall 2017 Lab Daily Solids.pdf; Fall 2017 - Total and Volatile;,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-2551312139639093636,https://mienviro.michigan.gov/ncore/downloadpdf/-2551312139639093636,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Fecal-Enteric-Etc Results.pdf v1,HML Biosolids 9-11-2017.pdf; Fall 2017 (Sept.);,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,1281372020643953927,https://mienviro.michigan.gov/ncore/downloadpdf/1281372020643953927,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Fecal-Enteric-Etc Results.pdf v1,HML Biosolids 5-9-2018.pdf; Spring 2018 (March);,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,2125445999343170799,https://mienviro.michigan.gov/ncore/downloadpdf/2125445999343170799,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Generator-Pathogen Reduction Process Cert.pdf v1,Proof of Path Reduction Process.pdf; Certification form,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-3217469014007656711,https://mienviro.michigan.gov/ncore/downloadpdf/-3217469014007656711,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 LA Site Information.pdf v1,Land App Site Descriptions.pdf; 4 sites;,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,1580110436075585993,https://mienviro.michigan.gov/ncore/downloadpdf/1580110436075585993,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Temp Logs.pdf v1,5-18 Temp Logs.pdf; Spring 2018;,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,6596682446003695951,https://mienviro.michigan.gov/ncore/downloadpdf/6596682446003695951,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-10-29,2018,FY18 Temp Logs.pdf v1,11-17 Temp Logs.pdf; Fall 2017,Biosolids / Land Application,Medium,,Applicant Attachments,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,7591858704755305697,https://mienviro.michigan.gov/ncore/downloadpdf/7591858704755305697,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-11-29,2018,2018 IPP Screening - Monitoring Plan.Update181130.pdf v1,2018 IPP Screening - Monitoring Plan.Update181130.pdf,Industrial Pretreatment / IPP,High,,Applicant Attachments,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report,7542728895285267816,https://mienviro.michigan.gov/ncore/downloadpdf/7542728895285267816,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-11-29,2018,J17646-1 UDS Level 2 Report Final Report (Leachate).pdf v1,J17646-1 UDS Level 2 Report Final Report (Leachate).pdf,Industrial Pretreatment / IPP,High,,Applicant Attachments,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report,792182164173532957,https://mienviro.michigan.gov/ncore/downloadpdf/792182164173532957,"2018 J17646-1 leachate PFAS laboratory report fully read, including blanks/QC/COC; hard copy recovered in packet"
