DocMgmtDocurl,DocMgmtDocName,DocMgmtDocDescr,DocMgmtCategory,DocMgmtDocRvcdCreatedDate,DocMgmtDocMgmtId,DocMgmtSourceprogramarea,DocMgmtSourcefunctionalarea,DocMgmtSourcenumber,DocMgmtSourcetype
"https://mienviro.michigan.gov/ncore/downloadpdf/-8849600511584876014",Cadillac WWTP Must Apply Letter.pdf,,Conversion - SITE,"1/18/2012 12:00:00 AM",-8849600511584876014,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/3031965344754622253",Basis for Decision Memo-Classification.doc,Basis for Decision Memo-Classification,Conversion - SITE,"10/17/2014 12:00:00 AM",3031965344754622253,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/-1554170949448187422",Certified Operator Response Form.doc,Certified Operator Response Form,Conversion - SITE,"10/20/2014 12:00:00 AM",-1554170949448187422,n/a,Site,15637,Site
