DocMgmtDocurl,DocMgmtDocName,DocMgmtDocDescr,DocMgmtCategory,DocMgmtDocRvcdCreatedDate,DocMgmtDocMgmtId,DocMgmtSourceprogramarea,DocMgmtSourcefunctionalarea,DocMgmtSourcenumber,DocMgmtSourcetype
"https://mienviro.michigan.gov/ncore/downloadpdf/-5755238388065931422",RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,,Industrial Pretreatment Program (IPP),"11/1/2018 12:00:00 AM",-5755238388065931422,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/-1449555407544169069",FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"11/7/2018 12:00:00 AM",-1449555407544169069,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/-6300108423290621305",Cadillac_PFAS RE_ Voicemail Message.msg,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"12/12/2018 12:00:00 AM",-6300108423290621305,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/-3859762491865917202",RE_ Voicemail Message.msg,,Industrial Pretreatment Program (IPP),"12/12/2018 12:00:00 AM",-3859762491865917202,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/-7023703655846332926",Cadillac_PFAS RE_ Voicemail Message.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"12/14/2018 12:00:00 AM",-7023703655846332926,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/-6931018798791595252",RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.msg,,Industrial Pretreatment Program (IPP),"12/19/2018 12:00:00 AM",-6931018798791595252,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/8864365913634161414",RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.msg,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"12/19/2018 12:00:00 AM",8864365913634161414,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/-7912880971146198502",RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"1/23/2019 12:00:00 AM",-7912880971146198502,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
,RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"1/23/2019 12:00:00 AM",-4175896792502663720,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/583956827072831568",FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"1/23/2019 12:00:00 AM",583956827072831568,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
