Seq,SavedFile,OriginalName,DocDate,Description,Category,ProgramArea,FunctionalArea,SourceNumber,SourceType,DocMgmtId,SourceURL,Bytes,SHA256,Status,Note
0038,0038_2013-08-14_2013_0814_Cadillac WWTP_DMR QA-33.pdf,2013_0814_Cadillac WWTP_DMR QA-33.pdf,2013-08-14,District Scanned,NPDES Misc. Site Docs,n/a,Site,15637,Site,4611196213415728235,https://mienviro.michigan.gov/ncore/downloadpdf/4611196213415728235,1370064,0020874aad97bf0707f845b3fcbfff7ccdc5aa55971ad8bb5eeb3d624359666d,OK,
0039,0039_2013-08-16_Cadillac WWTP Basis for Decision Memo.pdf,Cadillac WWTP Basis for Decision Memo.pdf,2013-08-16,Version as public noticed,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-7391325481454595778,https://mienviro.michigan.gov/ncore/downloadpdf/-7391325481454595778,15001,945d8de957d5c696cec21537b88d9d4c2269e11dd4eee6484231f8ed073b68c0,OK,
0040,0040_2013-08-16_Cadillac WWTP PPN Comments.pdf,Cadillac WWTP PPN Comments.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,4017018463330352813,https://mienviro.michigan.gov/ncore/downloadpdf/4017018463330352813,48758,ce6a56a753b1a7f03d2fc5914a24e376780ab62b9c60315e096f3e348dc67a8d,OK,
0041,0041_2013-08-16_Cadillac WWTP PPN Email Exchange 2.pdf,Cadillac WWTP PPN Email Exchange 2.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-8309188111481449431,https://mienviro.michigan.gov/ncore/downloadpdf/-8309188111481449431,54341,5a65001ec1b9f460e1faaeab5e28df4961b36b846d5a3336e33afe7cf9eae4c5,OK,
0042,0042_2013-08-16_Cadillac WWTP PPN Email Exchange.pdf,Cadillac WWTP PPN Email Exchange.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-2888412398541189349,https://mienviro.michigan.gov/ncore/downloadpdf/-2888412398541189349,57477,4d33f697af5efbc94546c6d885deed1f76d072bcb733e19e6e6da547f7ae793b,OK,
0043,0043_2013-08-16_Cadillac WWTP Public Notice Draft Permit.pdf,Cadillac WWTP Public Notice Draft Permit.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-3380254261609336174,https://mienviro.michigan.gov/ncore/downloadpdf/-3380254261609336174,146412,4fd7f7e6bc24156dcaac01539942d49b2b1743342f3eb417cfc48e34c619f81d,OK,
0044,0044_2013-08-16_Cadillac WWTP Public Notice Email.pdf,Cadillac WWTP Public Notice Email.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,7362722464259672092,https://mienviro.michigan.gov/ncore/downloadpdf/7362722464259672092,25090,24e90c7c60780a785afa4f10b17521e00f735a7c18c5a296ee05752424ab8b97,OK,
0045,0045_2013-08-16_Cadillac WWTP Response to Comments Email.pdf,Cadillac WWTP Response to Comments Email.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-4130029830579911351,https://mienviro.michigan.gov/ncore/downloadpdf/-4130029830579911351,55354,0c57d1accdb1e78f9070fd5669877a56b80c467ebf8bc63c1d29c4ec6040e731,OK,
0046,0046_2013-08-16_Cadillac WWTP Response to Comments.pdf,Cadillac WWTP Response to Comments.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,3731373716033583448,https://mienviro.michigan.gov/ncore/downloadpdf/3731373716033583448,10485,794fa716ff9bc4e1e606417df33b733ae4410b42af19a2a79ca9fa90295abcd2,OK,
0047,0047_2013-08-16_MDEQ Draft NPDES Response from Cadillac.pdf,MDEQ Draft NPDES Response from Cadillac.pdf,2013-08-16,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,7119989374435100322,https://mienviro.michigan.gov/ncore/downloadpdf/7119989374435100322,451397,9ae7e9ec146a7f9f79c585691b9b067f34a9eceb845c40f6696b6c51e0b4ceed,OK,
0048,0048_2013-08-16_Public Notice Letter.pdf,Public Notice Letter.doc,2013-08-16,Public Notice Letter,Conversion - Permit,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,1627519268423672263,https://mienviro.michigan.gov/ncore/downloadpdf/1627519268423672263,49377,b5d3b14f1181aaa01203e90aeadc419676bbc33cb252fea7a8a52776ab83338a,OK,
0049,0049_2013-08-16_Public Notice Notification.pdf,Public Notice Notification.doc,2013-08-16,Public Notice Notification,Conversion - Permit,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-6015990787720855289,https://mienviro.michigan.gov/ncore/downloadpdf/-6015990787720855289,31009,aa589858856b1c543f0f84a48fa04789ff628f57bb165374d67efe4d28ee5294,OK,
0050,0050_2013-08-20_Cadillac WWTP PN Notification Email.pdf,Cadillac WWTP PN Notification Email.pdf,2013-08-20,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,6362211730533153224,https://mienviro.michigan.gov/ncore/downloadpdf/6362211730533153224,24550,7d55a659a8dbf1e79f1785981971aeabcd2a3c02b15df4d77fdb1247cfb7db13,OK,
0051,0051_2013-09-04_AvailCyanide Recs.pdf,AvailCyanide Recs.pdf,2013-09-04,Revised Recommendation for Available Cyanide,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,357104448692010328,https://mienviro.michigan.gov/ncore/downloadpdf/357104448692010328,608053,a81a3da922f6efc523ebc8a372ef5ff71693ba49b0d08feef612c8bab4715b69,OK,
0052,0052_2013-09-13_Pre-Inspection ReportLS.pdf,Pre-Inspection ReportLS.doc,2013-09-13,Pre-Inspection ReportLS,Conversion - Eval,WRD - NPDES,Evaluation,E-CF37-78-F1CD,NPDES Compliance Evaluation Inspection (CEI) (09/30/2013),3428788513576669470,https://mienviro.michigan.gov/ncore/downloadpdf/3428788513576669470,115896,72e0d17a78aecc8973b70cded4666fbb4c7ba1a4df1d7f56a72f1b9ece7b5b67,OK,
0053,0053_2013-09-25_QA QC Report - Individual Permit.pdf,QA QC Report - Individual Permit.doc,2013-09-25,QA QC Report - Individual Permit,Conversion - Permit,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,8003362588879650113,https://mienviro.michigan.gov/ncore/downloadpdf/8003362588879650113,106218,11a983d1f2ae7e7e8a4ae6955c466189010e2568ec762b14c5d226da57a20d7a,OK,
0054,0054_2013-11-13_Cadillac 9-19-13 Letter to Mike Bitondo.pdf,Cadillac 9-19-13 Letter to Mike Bitondo.pdf,2013-11-13,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-4137983880946955700,https://mienviro.michigan.gov/ncore/downloadpdf/-4137983880946955700,2328516,a3abad8f3e5e3c885b13706aef9dcff1df51130859f8531e9f0b068dbcd4d8ed,OK,
0055,0055_2013-11-13_Cadillac WWTP Cover Email 9-19-13.pdf,Cadillac WWTP Cover Email 9-19-13.pdf,2013-11-13,,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,330676165036433120,https://mienviro.michigan.gov/ncore/downloadpdf/330676165036433120,87011,dbdee820c38815948b61f0bb7cac413004fd3e697fe5df4773ffe06507d51d7f,OK,
0056,0056_2013-11-13_Cadillac WWTP Draft Permit 9-25-13.pdf,Cadillac WWTP Draft Permit 9-25-13.pdf,2013-11-13,With revised Asset Management Lang,Conversion - Compliance Action,WRD - NPDES,Permit,MI0020257 v5.0,NPDES Individual Permit,-6131834195465596614,https://mienviro.michigan.gov/ncore/downloadpdf/-6131834195465596614,147335,6a04b26f793ac6808f102d527f8635293fb5efbb108410adaa936ae8d20a4b2f,OK,
