Document Date,Year,Document Name,Description,Document Class,Priority,Legacy / Hidden Retrieval Flags,MiEnviro Category,Program Area,Functional Area,Source Number,Source Type,Document Mgmt ID,MiEnviro Deep Link,Review / Recovery Status
2018-11-15,2018,EM-FY18 LA docs and DTs submitted for Biosolids AR - Questions.msg,DEQ to facility,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-277633430264230949,https://mienviro.michigan.gov/ncore/downloadpdf/-277633430264230949,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-11-15,2018,should have picked this one.jpg,attached to DEQ email,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,3140966257682029726,https://mienviro.michigan.gov/ncore/downloadpdf/3140966257682029726,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-11-28,2018,EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.msg,from facility,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,7983495502099291771,https://mienviro.michigan.gov/ncore/downloadpdf/7983495502099291771,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-11-28,2018,FY18 Applier Certification - Revised.pdf,came w/ facility email (not signed),Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,2316673613866669392,https://mienviro.michigan.gov/ncore/downloadpdf/2316673613866669392,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-12-05,2018,EM-FY18 LA docs and DTs submitted for Biosolids AR-revsd cert-needs applier signature....msg,DEQ responds,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,7128560501718319606,https://mienviro.michigan.gov/ncore/downloadpdf/7128560501718319606,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-12-10,2018,EM-FY18 Biosolids DT numbers - plus info.msg,DEQ responds,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,6582700003823858583,https://mienviro.michigan.gov/ncore/downloadpdf/6582700003823858583,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-12-18,2018,EM Tr-FY18 Applier Certification-revised 2-signed.msg,DEQ responds,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-5194609860685770564,https://mienviro.michigan.gov/ncore/downloadpdf/-5194609860685770564,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-12-18,2018,EM-FY18 Applier Certification-revised 2-signed.msg,from facility,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,-3951802162146228519,https://mienviro.michigan.gov/ncore/downloadpdf/-3951802162146228519,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-12-18,2018,FY18 Applier Certification-Revised 2-signed.pdf,came w/ facility email,Biosolids / Land Application,Medium,,NPDES Submittal Docs,WRD - NPDES,Application/Request,HNH-M790-67ZPK,Schedule - Biosolids Annual Report,9075597598235972281,https://mienviro.michigan.gov/ncore/downloadpdf/9075597598235972281,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
