Document Date,Year,Document Name,Description,Document Class,Priority,Legacy / Hidden Retrieval Flags,MiEnviro Category,Program Area,Functional Area,Source Number,Source Type,Document Mgmt ID,MiEnviro Deep Link,Review / Recovery Status
2018-06-13,2018,WQBEL Memo - Conventionals (WORD).docx,,Permit / Application,Medium,,Misc. NPDES Permit Docs,WRD - NPDES,Permit,MI0020257 v6.0,NPDES Individual Permit,3628686366959490149,https://mienviro.michigan.gov/ncore/downloadpdf/3628686366959490149,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-08-02,2018,Public Notice Document_Cadillac WWTP.docx,,Permit / Application,Medium,,Misc. NPDES Permit Docs,WRD - NPDES,Permit,MI0020257 v6.0,NPDES Individual Permit,-4635650844082025800,https://mienviro.michigan.gov/ncore/downloadpdf/-4635650844082025800,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-09-12,2018,Additional Email Correspondence_Asset Management Conversation.msg,-Asking about Cadillac Asset Management and updated maps,Permit / Application,Medium,,Misc. NPDES Permit Docs,WRD - NPDES,Permit,MI0020257 v6.0,NPDES Individual Permit,9171882716938331285,https://mienviro.michigan.gov/ncore/downloadpdf/9171882716938331285,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
2018-09-20,2018,Additional Email Correspondence_Chlorine and UV Inquiry.msg,,Permit / Application,Medium,,Misc. NPDES Permit Docs,WRD - NPDES,Permit,MI0020257 v6.0,NPDES Individual Permit,4781418742612633433,https://mienviro.michigan.gov/ncore/downloadpdf/4781418742612633433,Indexed in MiEnviro master record; substantive review/copy recovery status not yet independently verified
